subject_id,all_instance_tp_et,all_instance_fp_et,all_instance_fn_et,all_instance_f1_et,large_instance_tp_et,large_instance_fp_et,large_instance_fn_et,large_instance_f1_et,lesionwise_dsc_mean_et,lesionwise_dsc_std_et,lesionwise_hd95_mean_et,lesionwise_hd95_std_et,lesionwise_nsd_mean_et,lesionwise_nsd_std_et,small_instance_tp_et,small_instance_fn_et,small_instance_fp_et,small_instance_f1_et,all_instance_tp_rc,all_instance_fp_rc,all_instance_fn_rc,all_instance_f1_rc,large_instance_tp_rc,large_instance_fp_rc,large_instance_fn_rc,large_instance_f1_rc,lesionwise_dsc_mean_rc,lesionwise_dsc_std_rc,lesionwise_hd95_mean_rc,lesionwise_hd95_std_rc,lesionwise_nsd_mean_rc,lesionwise_nsd_std_rc,small_instance_tp_rc,small_instance_fn_rc,small_instance_fp_rc,small_instance_f1_rc,all_instance_tp_tc,all_instance_fp_tc,all_instance_fn_tc,all_instance_f1_tc,large_instance_tp_tc,large_instance_fp_tc,large_instance_fn_tc,large_instance_f1_tc,lesionwise_dsc_mean_tc,lesionwise_dsc_std_tc,lesionwise_hd95_mean_tc,lesionwise_hd95_std_tc,lesionwise_nsd_mean_tc,lesionwise_nsd_std_tc,small_instance_tp_tc,small_instance_fn_tc,small_instance_fp_tc,small_instance_f1_tc,all_instance_tp_wt,all_instance_fp_wt,all_instance_fn_wt,all_instance_f1_wt,large_instance_tp_wt,large_instance_fp_wt,large_instance_fn_wt,large_instance_f1_wt,lesionwise_dsc_mean_wt,lesionwise_dsc_std_wt,lesionwise_hd95_mean_wt,lesionwise_hd95_std_wt,lesionwise_nsd_mean_wt,lesionwise_nsd_std_wt,small_instance_tp_wt,small_instance_fn_wt,small_instance_fp_wt,small_instance_f1_wt
BraTS-MET-00663-000.nii.gz,20.0,1.0,2.0,0.9302325581395349,16.0,1.0,0.0,0.9696969696969697,0.7444791681832771,0.23593439876917857,24.009323206930915,87.29007422484617,0.869241461272919,0.23600310211028644,4.0,2.0,1.0,0.7272727272727273,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,20.0,1.0,2.0,0.9302325581395349,16.0,1.0,0.0,0.9696969696969697,0.7452330849739432,0.2363533644745729,24.028623204933808,87.28505882208397,0.8687105120959077,0.23581983569637732,4.0,2.0,1.0,0.7272727272727273,18.0,1.0,1.0,0.9473684210526315,15.0,1.0,0.0,0.967741935483871,0.682144115067281,0.252847811815496,25.96332672439882,89.65535407429003,0.7881985070175819,0.24933611833446373,3.0,1.0,1.0,0.75
BraTS-MET-00682-000.nii.gz,12.0,3.0,0.0,0.8888888888888888,11.0,3.0,0.0,0.88,0.5884208329270892,0.34077393714608556,81.54502500800298,152.21451655160104,0.7155037817282538,0.38899159575690767,1.0,0.0,3.0,0.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,12.0,2.0,0.0,0.9230769230769231,11.0,2.0,0.0,0.9166666666666666,0.6490013486422627,0.31822643487107344,59.148098593866294,133.83584105431854,0.7755134357994481,0.34866418842654967,1.0,0.0,2.0,0.5,8.0,3.0,1.0,0.8,8.0,3.0,1.0,0.8,0.4198919565657661,0.33939274411288023,129.28613821391585,172.44582445094707,0.519669185068576,0.38644840854807205,,,,
BraTS-MET-00699-000.nii.gz,1.0,3.0,0.0,0.4,1.0,3.0,0.0,0.4,0.23102094240837695,0.4001400098637525,280.0429750084877,161.0062902057492,0.23925443442277175,0.4144008363563968,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,3.0,0.0,0.4,1.0,3.0,0.0,0.4,0.23480835151137425,0.40669999485919256,280.0429750084877,161.0062902057492,0.24002347417840375,0.4157328522861918,,,,,1.0,3.0,0.0,0.4,1.0,3.0,0.0,0.4,0.22878194366722626,0.39626195028599664,280.30883245360013,160.545811603244,0.22493601886337777,0.38960061312364175,,,,
BraTS-MET-00787-000.nii.gz,5.0,1.0,0.0,0.9090909090909091,5.0,1.0,0.0,0.9090909090909091,0.5685671624225841,0.30075855993054673,63.155609612590204,138.56704326713646,0.794675925925926,0.36069333820867155,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,5.0,1.0,0.0,0.9090909090909091,5.0,1.0,0.0,0.9090909090909091,0.5685671624225841,0.30075855993054673,63.155609612590204,138.56704326713646,0.794675925925926,0.36069333820867155,,,,,5.0,2.0,0.0,0.8333333333333334,5.0,2.0,0.0,0.8333333333333334,0.4438100730939829,0.32665980518158283,107.70480823936303,167.7887528185624,0.6543032676507957,0.42184785386248813,,,,
BraTS-MET-00791-000.nii.gz,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.8497458703939009,0.0,1.0,0.0,0.9758713262658891,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9321216617210683,0.0,1.4142135623730951,0.0,0.9442944891079619,0.0,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9445503048780488,0.0,1.4142135623730951,0.0,0.9398453861166848,0.0,,,,
BraTS-MET-00796-000.nii.gz,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.8350457925388585,0.03755082152258964,1.2761423749153966,0.195262145875635,0.9566198286893393,0.022680458527533753,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.8596256631536966,0.0075616796906920825,1.2761423749153966,0.195262145875635,0.9481273281090314,0.028701404337637057,,,,,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.8645979764171812,0.0098280507725118,1.15926033713741,0.22522812872783665,0.9527952804536417,0.034851566573351936,,,,
BraTS-MET-00799-000.nii.gz,4.0,1.0,2.0,0.7272727272727273,3.0,1.0,2.0,0.6666666666666666,0.4286586257309941,0.4316582054892137,187.1380711874577,185.8619800969831,0.4751576682085419,0.4751661831457774,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,4.0,1.0,2.0,0.7272727272727273,3.0,1.0,2.0,0.6666666666666666,0.448537988845007,0.4537801001736701,187.06903559372884,185.9310156716702,0.49061853002070394,0.49092775952358364,1.0,0.0,1.0,0.6666666666666666,4.0,1.0,2.0,0.7272727272727273,3.0,1.0,2.0,0.6666666666666666,0.4200150619294804,0.42296355469900404,187.20710678118655,185.79289321881348,0.4678098881822565,0.46784221623250516,1.0,0.0,1.0,0.6666666666666666
BraTS-MET-00807-000.nii.gz,18.0,4.0,9.0,0.7346938775510204,12.0,4.0,1.0,0.8275862068965517,0.6187280006176513,0.4055648308724477,110.41176470588235,169.49997703401874,0.6997609645583396,0.45187105516880427,6.0,8.0,4.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,18.0,4.0,9.0,0.7346938775510204,12.0,4.0,1.0,0.8275862068965517,0.6171669077328242,0.4045419199592792,110.43613020955137,169.4842764620613,0.6976183644829144,0.4507071254099167,6.0,8.0,4.0,0.5,16.0,5.0,8.0,0.7111111111111111,12.0,5.0,1.0,0.8,0.4844623666559007,0.3878018056330801,125.68003814145472,174.88442168780486,0.582689677726706,0.4268532386741119,4.0,7.0,5.0,0.4
BraTS-MET-01058-001.nii.gz,1.0,1.0,3.0,0.3333333333333333,1.0,1.0,1.0,0.5,0.067050064642682,0.09482311077567362,253.59648286585195,168.8620733261604,0.12023051102890807,0.17003161930812977,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.699400421325555,0.0,6.246799062445758,0.0,0.43268988107691697,0.0,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9511515231963895,0.0,1.0299999713897705,0.0,0.8979868493750653,0.0,,,,
BraTS-MET-01060-001.nii.gz,3.0,1.0,0.0,0.8571428571428571,2.0,1.0,0.0,0.8,0.5481413528914412,0.3903781037462152,125.05539713440866,175.3233231727931,0.5686750789177639,0.40216953621428,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,3.0,1.0,0.0,0.8571428571428571,2.0,1.0,0.0,0.8,0.5654722629270942,0.40555038051039205,125.17874330903771,175.23622786883908,0.5418334451298411,0.38402827367643744,1.0,0.0,1.0,0.6666666666666666,3.0,2.0,0.0,0.75,3.0,2.0,0.0,0.75,0.43969430961478884,0.38467273039409294,150.45463938411393,181.70865409397587,0.45440252169745354,0.37410156599277183,,,,
BraTS-MET-01096-000.nii.gz,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.8910891089108911,0.0,1.0,0.0,0.9844559585492227,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.8910891089108911,0.0,1.0,0.0,0.9844559585492227,0.0,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9391226499552372,0.0,1.3178174807628646,0.0,0.9509701965757769,0.0,,,,
BraTS-MET-01096-001.nii.gz,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9235537190082644,0.0,1.0,0.0,0.9819277108433735,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9235537190082644,0.0,1.0,0.0,0.9819277108433735,0.0,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9528828270303782,0.0,1.0,0.0,0.9870987602496292,0.0,,,,
BraTS-MET-01096-002.nii.gz,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9219409282700421,0.0,1.0,0.0,0.9874476987447699,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9219409282700421,0.0,1.0,0.0,0.9874476987447699,0.0,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9125027274710888,0.0,1.4142135623730951,0.0,0.9270010286321453,0.0,,,,
BraTS-MET-01105-001.nii.gz,1.0,3.0,1.0,0.3333333333333333,1.0,3.0,0.0,0.4,0.17891373801916932,0.3098876844212688,280.2382999956608,160.66797740397766,0.19254644776021906,0.3335002303376061,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6115992970123023,0.0,4.2375913243417305,0.0,0.355160202848657,0.0,,,,,1.0,3.0,1.0,0.3333333333333333,1.0,3.0,0.0,0.4,0.17891373801916932,0.3098876844212688,280.2382999956608,160.66797740397766,0.19254644776021906,0.3335002303376061,0.0,1.0,3.0,0.0,1.0,3.0,2.0,0.2857142857142857,1.0,3.0,1.0,0.3333333333333333,0.1019896013864818,0.20397920277296364,300.21100852052723,145.57798295894548,0.11325438847873652,0.226508776957473,0.0,1.0,3.0,0.0
BraTS-MET-01105-002.nii.gz,2.0,1.0,2.0,0.5714285714285714,1.0,1.0,0.0,0.6666666666666666,0.33272478320401644,0.33272478320401644,188.09626003746348,184.90373996253652,0.38007434536373325,0.38007434536373325,1.0,2.0,1.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0,,,,,2.0,1.0,2.0,0.5714285714285714,1.0,1.0,0.0,0.6666666666666666,0.33272478320401644,0.33272478320401644,188.09626003746348,184.90373996253652,0.38007434536373325,0.38007434536373325,1.0,2.0,1.0,0.4,2.0,1.0,0.0,0.8,2.0,1.0,0.0,0.8,0.25571502695269005,0.22737909313648624,129.18498167514437,172.44046324621942,0.42916725905971975,0.3129052379073493,,,,
BraTS-MET-01109-001.nii.gz,4.0,0.0,1.0,0.8888888888888888,3.0,0.0,0.0,1.0,0.892895537179124,0.03149463448532665,0.8047378541243649,0.4309644062711509,0.9631139411633329,0.03523756095011336,1.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,4.0,0.0,1.0,0.8888888888888888,3.0,0.0,0.0,1.0,0.8918099945698407,0.0330149989341157,0.8047378541243649,0.4309644062711509,0.962056683399744,0.03673264478748378,1.0,1.0,0.0,0.6666666666666666,4.0,0.0,1.0,0.8888888888888888,3.0,0.0,0.0,1.0,0.8113102958073287,0.06642112835139194,0.9714045207910317,0.3737734478532142,0.8735363013970602,0.10890118419555378,1.0,1.0,0.0,0.6666666666666666
BraTS-MET-01109-002.nii.gz,1.0,0.0,3.0,0.4,0.0,0.0,0.0,0.0,,,,,,,1.0,3.0,0.0,0.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,3.0,0.4,0.0,0.0,0.0,0.0,,,,,,,1.0,3.0,0.0,0.4,1.0,0.0,3.0,0.4,0.0,0.0,0.0,0.0,,,,,,,1.0,3.0,0.0,0.4
BraTS-MET-01109-003.nii.gz,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,0.0,1.0
BraTS-MET-01117-001.nii.gz,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,0.401561144839549,0.401561144839549,186.80000099539757,186.19999900460243,0.4614905613380935,0.4614905613380935,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,0.43360433604336046,0.43360433604336046,186.8452802381851,186.1547197618149,0.4640729954436564,0.4640729954436564,,,,,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,0.43201787800294583,0.43201787800294583,187.47659999132156,185.52340000867844,0.35575547075308567,0.35575547075308567,,,,
BraTS-MET-01117-002.nii.gz,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0,,,,
BraTS-MET-01117-003.nii.gz,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,
BraTS-MET-01119-000.nii.gz,7.0,0.0,1.0,0.9333333333333333,7.0,0.0,0.0,1.0,0.8983879859854517,0.038681468982579376,0.5250689413291061,0.07114261857874064,0.9348892990227506,0.026640200531364462,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,7.0,0.0,1.0,0.9333333333333333,7.0,0.0,0.0,1.0,0.9053040140115062,0.04321012166032879,0.8024260810868074,0.6728425300901315,0.9223016720802262,0.03408742549893558,0.0,1.0,0.0,0.0,7.0,0.0,1.0,0.9333333333333333,7.0,0.0,0.0,1.0,0.9126359681696717,0.04943115569526678,0.553963295716166,0.08913890608343811,0.9095893560762109,0.03257992581276414,0.0,1.0,0.0,0.0
BraTS-MET-01119-001.nii.gz,9.0,1.0,1.0,0.9,8.0,1.0,0.0,0.9411764705882353,0.7734514135375025,0.27957239096743935,41.981215894739584,117.03292751428714,0.8235751066686008,0.2970138918171906,1.0,1.0,1.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,9.0,1.0,1.0,0.9,8.0,1.0,0.0,0.9411764705882353,0.8138420303561498,0.2935835665135145,42.02801202858879,117.01659436601327,0.7990811978387453,0.29924906979360744,1.0,1.0,1.0,0.5,9.0,0.0,1.0,0.9473684210526315,8.0,0.0,0.0,1.0,0.9104242951738751,0.04940165769482044,0.7578577577522752,0.23694157362052712,0.8474538239897473,0.08489568167563025,1.0,1.0,0.0,0.6666666666666666
BraTS-MET-01119-003.nii.gz,12.0,1.0,1.0,0.9230769230769231,10.0,1.0,1.0,0.9090909090909091,0.7157585522229656,0.33207474470621096,63.50280198385713,138.43778643076664,0.7539563393068752,0.351632325343782,2.0,0.0,1.0,0.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,12.0,1.0,1.0,0.9230769230769231,10.0,1.0,1.0,0.9090909090909091,0.7454850474948834,0.343902630478746,63.56033576283293,138.41587445528017,0.7592896349640816,0.35156826903052424,2.0,0.0,1.0,0.8,12.0,1.0,0.0,0.96,10.0,1.0,0.0,0.9523809523809523,0.8164561924333456,0.27033856132337586,34.52708094162137,107.03467888306483,0.7987415451330431,0.26163125732414144,2.0,0.0,1.0,0.8
BraTS-MET-01134-000.nii.gz,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.923469387755102,0.0,1.0155999660491943,0.0,0.9960629921259843,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.923469387755102,0.0,1.0155999660491943,0.0,0.9960629921259843,0.0,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.8460508701472557,0.0,1.4054412666242837,0.0,0.9242660173834263,0.0,,,,
BraTS-MET-01134-003.nii.gz,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,
BraTS-MET-01149-000.nii.gz,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.828042588042588,0.0,13.955285736952863,0.0,0.6331174097341652,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.8586947965047627,0.0,14.679918255903198,0.0,0.6368293512573419,0.0,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9803741229176247,0.0,1.5,0.0,0.9094432475576346,0.0,,,,
BraTS-MET-01149-001.nii.gz,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5834031852472757,0.0,6.041522986797286,0.0,0.6663680522376175,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5748268593797049,0.0,6.041522986797286,0.0,0.6384583661890131,0.0,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6608658843449428,0.0,7.516648189186454,0.0,0.38240802228613646,0.0,,,,
BraTS-MET-01172-001.nii.gz,4.0,4.0,6.0,0.4444444444444444,4.0,4.0,2.0,0.5714285714285714,0.2575334251540161,0.3650708780403047,224.5040958241415,181.87057443419835,0.34622345618121353,0.4341175424948005,0.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.8384113991208125,0.0,2.449489742783178,0.0,0.7410808405433292,0.0,,,,,4.0,4.0,6.0,0.4444444444444444,4.0,4.0,2.0,0.5714285714285714,0.25956573507216885,0.3689596824018645,224.5040958241415,181.87057443419835,0.34615320479517264,0.43401201955213287,0.0,4.0,4.0,0.0,2.0,3.0,4.0,0.36363636363636365,2.0,3.0,1.0,0.5,0.3117762023276586,0.4410196739320142,249.12200846792814,175.19006316066807,0.31448328676863085,0.445415978057771,0.0,3.0,3.0,0.0
BraTS-MET-01172-002.nii.gz,2.0,3.0,0.0,0.5714285714285714,0.0,3.0,1.0,0.0,0.038461538461538464,0.06661733875264914,281.5177669529664,158.45187562731883,0.1607142857142857,0.27836530835928386,1.0,0.0,3.0,0.4,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,0.3295509415741188,0.3295509415741188,188.9494897427832,184.05051025721684,0.30917933751722193,0.30917933751722193,,,,,2.0,3.0,0.0,0.5714285714285714,0.0,3.0,1.0,0.0,0.038461538461538464,0.06661733875264914,281.5177669529664,158.45187562731883,0.1607142857142857,0.27836530835928386,1.0,0.0,3.0,0.4,5.0,5.0,2.0,0.5882352941176471,1.0,5.0,5.0,0.16666666666666666,0.08452069192907312,0.12676260039476378,239.8426663703164,176.15905229570754,0.22231896781796542,0.2970449821526602,1.0,0.0,5.0,0.2857142857142857
BraTS-MET-01172-004.nii.gz,2.0,1.0,2.0,0.5714285714285714,2.0,1.0,0.0,0.8,0.501829954954955,0.36646587564303296,126.18852631485466,174.52813716853294,0.6219512195121951,0.443182655964434,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,0.34496314496314495,0.34496314496314495,188.0,185.0,0.34083313597010606,0.34083313597010606,,,,,2.0,1.0,2.0,0.5714285714285714,2.0,1.0,0.0,0.8,0.501829954954955,0.36646587564303296,126.18852631485466,174.52813716853294,0.6219512195121951,0.443182655964434,0.0,2.0,1.0,0.0,3.0,3.0,3.0,0.5,3.0,3.0,1.0,0.6,0.2517054548499963,0.3282005649615487,215.7049851173453,181.65523085535253,0.3455758113187854,0.41536953215344913,0.0,2.0,3.0,0.0
BraTS-MET-01180-000.nii.gz,1.0,5.0,0.0,0.2857142857142857,1.0,5.0,0.0,0.2857142857142857,0.10114503816793892,0.22616718093032223,311.2060113295833,138.17555926790362,0.139152090076893,0.31115353262310674,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,1.0,5.0,0.0,0.2857142857142857,1.0,5.0,0.0,0.2857142857142857,0.06530455319382655,0.1460254201816472,311.5,137.51818061623706,0.12124266771934629,0.27110684679387764,,,,,1.0,2.0,0.0,0.5,1.0,2.0,0.0,0.5,0.23427020121366973,0.33130809581624565,249.33333333333334,174.89107721347276,0.2947030010890829,0.41677298101223414,,,,
BraTS-MET-01180-003.nii.gz,2.0,1.0,0.0,0.8,2.0,1.0,0.0,0.8,0.5664664592228091,0.4005627375485924,125.0,175.36248173426378,0.6556197852359037,0.46379057965897097,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,2.0,1.0,0.0,0.8,2.0,1.0,0.0,0.8,0.5919023702528857,0.41992076846529663,125.0,175.36248173426378,0.6587897263393953,0.4659345673466895,,,,,2.0,1.0,0.0,0.8,2.0,1.0,0.0,0.8,0.5855737899616087,0.4141833735771176,125.1380711874577,175.26493223921352,0.6444873947081452,0.4565302630995687,,,,
BraTS-MET-01181-001.nii.gz,4.0,2.0,2.0,0.6666666666666666,4.0,2.0,0.0,0.8,0.5163918698944167,0.38069725426405304,125.55646653198842,174.9704399157459,0.5723388394452936,0.4078908871503579,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.7497222098759945,0.0,3.600011944770813,0.0,0.36583042720592746,0.0,,,,,4.0,2.0,1.0,0.7272727272727273,4.0,2.0,0.0,0.8,0.5804894533309836,0.41657771679085004,125.68170626406622,174.88166109109082,0.5266478846445454,0.37916856828011913,0.0,1.0,2.0,0.0,4.0,3.0,0.0,0.7272727272727273,4.0,3.0,0.0,0.7272727272727273,0.48477980565596435,0.4277823344343632,160.95689926654424,183.63624609048804,0.4311987995919421,0.38772231901616516,,,,
BraTS-MET-01181-002.nii.gz,4.0,3.0,10.0,0.38095238095238093,4.0,3.0,0.0,0.7272727272727273,0.3553950582963518,0.32424865896824745,161.28990871192244,183.3560305449922,0.42160380847932605,0.383967898819116,0.0,10.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.8839967060115289,0.0,2.0880618738337535,0.0,0.6931533200129829,0.0,,,,,4.0,1.0,0.0,0.8888888888888888,4.0,1.0,0.0,0.8888888888888888,0.6348831832881342,0.3469713624863001,76.51167199730848,148.2597938259692,0.6143287415627854,0.35813216654470453,,,,,5.0,4.0,2.0,0.625,5.0,4.0,2.0,0.625,0.34009964272787635,0.400798002785723,204.9983855747328,184.04843267716387,0.3327006405899566,0.39953611221642404,,,,
BraTS-MET-01187-000.nii.gz,6.0,1.0,3.0,0.75,3.0,1.0,0.0,0.8571428571428571,0.6141808666479719,0.3669223542637201,95.09121360579232,160.46879061702924,0.6219637983670507,0.40331053322858157,2.0,4.0,1.0,0.4444444444444444,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,6.0,1.0,3.0,0.75,3.0,1.0,0.0,0.8571428571428571,0.6141808666479719,0.3669223542637201,95.09121360579232,160.46879061702924,0.6219637983670507,0.40331053322858157,2.0,4.0,1.0,0.4444444444444444,6.0,1.0,3.0,0.75,3.0,1.0,0.0,0.8571428571428571,0.6148155807781873,0.367633200321005,95.00709331227647,160.5144010418455,0.6075790863158765,0.39010032120522503,2.0,4.0,1.0,0.4444444444444444
BraTS-MET-01187-001.nii.gz,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,
BraTS-MET-01187-003.nii.gz,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,
BraTS-MET-01191-001.nii.gz,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9122751986616479,0.0,0.5,0.0,0.9740807738821562,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.7063850177694365,0.0,1.5811388300841898,0.0,0.842007190028359,0.0,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.8387787275278055,0.0,3.1622776601683795,0.0,0.7112666594022432,0.0,,,,
BraTS-MET-01191-002.nii.gz,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,0.4649875233936369,0.4649875233936369,186.75,186.25,0.4858742463393626,0.4858742463393626,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0,,,,,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,0.4301994301994302,0.4301994301994302,187.401387818866,185.598612181134,0.43359886237793216,0.43359886237793216,,,,,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,0.45936152582126655,0.45936152582126655,187.5,185.5,0.41326732822158785,0.41326732822158785,,,,
